City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Asfi,MA,2021-11-24 07:18:54,32.2994,-9.2372,59.7,61,19,4.05
289,Khani,GE,2021-11-24 07:18:55,41.9563,42.9566,42.37,75,89,1.99
290,Iqaluit,CA,2021-11-24 07:16:54,63.7506,-68.5145,22.73,73,75,15.99
291,Zachary,US,2021-11-24 07:18:55,30.6485,-91.1565,43.74,96,1,3.44
292,Adiake,CI,2021-11-24 07:18:56,5.2863,-3.304,80.19,81,44,2.82
293,Diffa,NE,2021-11-24 07:18:56,13.3154,12.6113,79.0,28,85,11.5
294,Rio Grande,BR,2021-11-24 07:18:57,-32.035,-52.0986,59.77,72,0,7.25
295,Seoul,KR,2021-11-24 07:14:27,37.5683,126.9778,49.44,53,58,9.28
296,Flin Flon,CA,2021-11-24 07:18:57,54.7682,-101.865,-5.08,94,76,7.9
297,Luba,GQ,2021-11-24 07:18:57,3.4568,8.5547,80.73,76,38,2.04
298,Chara,RU,2021-11-24 07:18:58,56.9064,118.2631,-10.88,95,51,0.25
299,Volga,RU,2021-11-24 07:18:58,57.9516,38.3879,20.91,83,100,11.63
300,La Rioja,ES,2021-11-24 07:18:59,42.25,-2.5,36.48,95,100,2.53
301,Caraballeda,VE,2021-11-24 07:18:59,10.6112,-66.8522,80.37,85,40,0.0
302,Ortona,IT,2021-11-24 07:19:00,42.3496,14.4039,51.15,84,100,8.16
303,Ribas Do Rio Pardo,BR,2021-11-24 07:19:00,-20.4431,-53.7592,76.42,70,100,2.04
304,Riachao,BR,2021-11-24 07:19:01,-7.3619,-46.6172,71.64,91,38,3.27
305,Mar Del Plata,AR,2021-11-24 07:19:01,-38.0023,-57.5575,66.09,51,0,1.99
306,Khandyga,RU,2021-11-24 07:19:01,62.6667,135.6,-14.78,98,100,1.97
307,Sabang,ID,2021-11-24 07:19:02,5.8933,95.3214,82.56,74,100,6.91
308,Pundaguitan,PH,2021-11-24 07:19:02,6.3711,126.1689,81.84,80,100,14.32
309,Port Moresby,PG,2021-11-24 07:15:19,-9.4431,147.1797,83.19,76,39,4.45
310,Sao Filipe,CV,2021-11-24 07:19:03,14.8961,-24.4956,78.8,71,18,4.59
311,Fortuna,US,2021-11-24 07:19:03,40.5982,-124.1573,47.98,70,1,0.0
312,Kavaratti,IN,2021-11-24 07:19:04,10.5669,72.642,78.58,86,100,13.62
313,Nhulunbuy,AU,2021-11-24 07:19:04,-12.2333,136.7667,90.21,62,99,12.66
314,Okoneshnikovo,RU,2021-11-24 07:19:04,54.8377,75.0834,17.55,91,100,12.57
315,Santa Rosa,PH,2021-11-24 07:14:33,14.3122,121.1114,90.1,60,62,15.57
316,Korla,CN,2021-11-24 07:19:05,41.7597,86.1469,36.95,39,0,7.05
317,Saint-Augustin,CA,2021-11-24 07:17:49,51.226,-58.6502,41.85,98,100,16.28
318,Santa Vitoria Do Palmar,BR,2021-11-24 07:19:06,-33.5189,-53.3681,52.45,81,0,4.61
319,Teya,RU,2021-11-24 07:19:06,60.3778,92.6267,25.88,88,100,12.33
320,Gadwal,IN,2021-11-24 07:20:07,16.2333,77.8,86.79,56,96,10.36
321,Gizo,SB,2021-11-24 07:20:07,-8.103,156.8419,84.88,69,100,3.6
322,Orbe,CH,2021-11-24 07:20:08,46.725,6.5307,43.23,98,99,4.72
323,Salalah,OM,2021-11-24 07:20:08,17.0151,54.0924,91.49,24,0,11.5
324,Vao,NC,2021-11-24 07:20:08,-22.6667,167.4833,74.25,77,100,14.18
325,Harunabad,PK,2021-11-24 07:20:09,29.6133,73.1389,84.31,8,5,7.74
326,Leua,SK,2021-11-24 07:20:09,48.2156,18.6071,32.5,74,4,2.1
327,Muros,ES,2021-11-24 07:20:10,42.7762,-9.0603,53.83,83,63,14.58
328,Igarka,RU,2021-11-24 07:20:10,67.4667,86.5833,15.28,92,100,15.17
329,Bayan,CN,2021-11-24 07:20:10,46.0833,127.4,16.79,91,100,13.78
330,Hobyo,SO,2021-11-24 07:20:11,5.3505,48.5268,85.06,59,9,8.25
331,Roald,NO,2021-11-24 07:20:11,62.5833,6.1333,48.34,87,75,18.41
332,Pierre,US,2021-11-24 07:20:12,44.3683,-100.351,40.12,65,1,17.27
333,Abaete,BR,2021-11-24 07:16:28,-19.16,-45.4458,69.01,71,9,3.36
334,Perry,US,2021-11-24 07:20:12,37.2506,-83.1999,32.72,58,0,3.18
335,Qasigiannguit,GL,2021-11-24 07:20:12,68.8193,-51.1922,37.65,71,100,28.03
336,Evensk,RU,2021-11-24 07:20:13,61.95,159.2333,10.98,73,100,9.89
337,Lagoa,PT,2021-11-24 07:20:13,39.05,-27.9833,64.98,87,92,24.14
338,Detchino,RU,2021-11-24 07:20:14,54.8092,36.3075,21.65,57,26,13.85
339,Mutum,BR,2021-11-24 07:20:14,-19.8,-41.4383,67.17,94,61,1.48
340,Byron Bay,AU,2021-11-24 07:18:45,-28.65,153.6167,75.15,91,100,11.01
341,Muana,BR,2021-11-24 07:20:14,-1.5283,-49.2167,75.4,94,98,3.74
342,Plymouth,US,2021-11-24 07:20:15,41.8334,-70.8328,30.67,61,1,1.01
343,Pangody,RU,2021-11-24 07:20:15,65.85,74.4859,7.27,95,100,8.9
344,Barranca,PE,2021-11-24 07:20:16,-10.75,-77.7667,64.04,89,100,6.64
345,Zhigansk,RU,2021-11-24 07:20:16,66.7697,123.3711,-35.3,100,37,2.19
346,Sinnamary,GF,2021-11-24 07:20:16,5.3833,-52.95,78.1,87,54,8.05
347,Saldanha,ZA,2021-11-24 07:20:17,-33.0117,17.9442,64.92,68,49,18.16
348,Wau,SS,2021-11-24 07:20:18,7.7029,27.9953,84.96,18,47,7.85
349,Quang Ngai,VN,2021-11-24 07:20:18,15.1167,108.8,73.96,93,100,9.31
350,Sharqpur,PK,2021-11-24 07:20:18,31.4633,74.1,75.33,13,0,5.44
351,Ozinki,RU,2021-11-24 07:20:19,51.1786,49.6769,21.94,60,98,8.1
352,Brae,GB,2021-11-24 07:20:19,60.3964,-1.353,46.31,67,63,22.21
353,Horana,LK,2021-11-24 07:20:20,6.7166,80.0619,85.06,65,100,1.12
354,Lower Hutt,NZ,2021-11-24 07:20:20,-41.2167,174.9167,63.32,67,6,11.5
355,Kulhudhuffushi,MV,2021-11-24 07:20:21,6.6221,73.07,80.1,80,100,12.66
356,Rudbar,AF,2021-11-24 07:20:21,30.15,62.6,73.45,14,2,6.35
357,Salinopolis,BR,2021-11-24 07:20:21,-0.6136,-47.3561,79.32,86,84,9.55
358,Khorixas,NA,2021-11-24 07:20:22,-20.3667,14.9667,74.21,17,0,1.81
359,Bahile,PH,2021-11-24 07:20:22,9.9995,118.7878,87.82,62,96,5.46
360,Sao Miguel Do Tapuio,BR,2021-11-24 07:20:22,-5.5036,-41.3233,74.21,79,100,2.17
361,Longyearbyen,SJ,2021-11-24 07:20:23,78.2186,15.6401,4.84,56,0,17.27
362,Marystown,CA,2021-11-24 07:20:23,47.1666,-55.1483,49.86,100,100,8.01
363,Nebolchi,RU,2021-11-24 07:20:24,59.1239,33.3454,28.56,95,100,15.08
364,Baoning,CN,2021-11-24 07:20:24,25.3378,110.026,62.46,42,75,4.47
365,Chernyshevskiy,RU,2021-11-24 07:20:24,63.0128,112.4714,-9.22,92,100,4.07
366,Oskarshamn,SE,2021-11-24 07:20:25,57.2645,16.4484,42.57,91,8,12.39
367,Guerrero Negro,MX,2021-11-24 07:20:25,27.9769,-114.0611,63.39,85,5,9.22
368,Tomatlan,MX,2021-11-24 07:20:25,19.9333,-105.25,69.17,93,9,3.06
369,Buenavista,PH,2021-11-24 07:21:26,8.9769,125.4089,77.88,91,100,5.01
370,Vila Velha,BR,2021-11-24 07:21:26,-20.3297,-40.2925,70.95,95,0,1.14
371,Salaya,IN,2021-11-24 07:21:27,22.3167,69.6,83.17,39,24,5.41
372,Biograd Na Moru,HR,2021-11-24 07:21:27,43.9433,15.4519,48.76,73,13,6.51
373,Almaznyy,RU,2021-11-24 07:21:27,48.0448,40.045,30.34,64,100,10.27
374,Carlton,US,2021-11-24 07:19:43,45.2943,-123.1765,44.06,93,20,0.0
375,Alta Floresta,BR,2021-11-24 07:21:28,-9.8756,-56.0861,70.75,98,90,2.48
376,Kemi,FI,2021-11-24 07:21:28,65.8596,24.8228,19.17,93,90,14.97
377,Udachnyy,RU,2021-11-24 07:21:29,66.4167,112.4,-14.12,88,97,8.01
378,Monzon,ES,2021-11-24 07:21:29,41.9108,0.1941,41.86,83,98,3.27
379,Boguchany,RU,2021-11-24 07:21:30,58.3814,97.4531,29.14,80,100,11.01
380,Harper,LR,2021-11-24 07:21:30,4.375,-7.7169,79.47,84,100,5.93
381,Nemuro,JP,2021-11-24 07:21:30,43.3236,145.575,36.03,55,38,26.22
382,Pangai,TO,2021-11-24 07:21:31,-19.8,-174.35,81.1,70,98,4.27
383,Rafaela,AR,2021-11-24 07:21:31,-31.2503,-61.4867,67.05,40,7,1.99
384,Kurilsk,RU,2021-11-24 07:21:32,45.2333,147.8833,36.99,58,12,10.94
385,Arman,RU,2021-11-24 07:21:32,59.7,150.1667,7.02,78,8,11.5
386,Cap-Aux-Meules,CA,2021-11-24 07:21:32,47.3821,-61.8597,39.22,87,100,23.02
387,Bukama,CD,2021-11-24 07:21:33,-9.2,25.85,76.55,79,100,2.71
388,Truth Or Consequences,US,2021-11-24 07:21:33,33.1284,-107.2528,59.23,37,1,10.36
389,Bartow,US,2021-11-24 07:21:34,27.8964,-81.8431,51.03,79,20,5.01
390,Komsomolskiy,UZ,2021-11-24 07:21:34,40.4272,71.7189,56.12,30,100,0.0
391,Guerrero,MX,2021-11-24 07:21:34,17.6667,-100.0,64.24,79,5,4.07
392,Itaqui,BR,2021-11-24 07:21:35,-29.1253,-56.5531,60.42,61,0,10.07
393,Ilheus,BR,2021-11-24 07:21:35,-14.7889,-39.0494,71.28,95,43,5.39
394,Sao Jose Da Coroa Grande,BR,2021-11-24 07:21:36,-8.8978,-35.1478,77.16,81,79,7.92
395,Salinas,US,2021-11-24 07:20:56,36.6777,-121.6555,57.69,81,1,3.44
396,Teguldet,RU,2021-11-24 07:21:36,57.3064,88.1667,24.84,86,100,12.15
397,Beira,MZ,2021-11-24 07:21:37,-19.8436,34.8389,82.49,78,75,14.97
398,Metro,ID,2021-11-24 07:21:37,-5.1131,105.3067,80.49,77,100,5.61
399,Sola,VU,2021-11-24 07:21:37,-13.8833,167.55,80.33,72,100,19.28
400,Lewistown,US,2021-11-24 07:21:38,40.5992,-77.5714,32.56,58,1,4.61
401,Fallon,US,2021-11-24 07:21:38,39.4735,-118.7774,37.27,43,20,6.91
402,Cururupu,BR,2021-11-24 07:21:39,-1.8283,-44.8683,75.56,90,65,3.69
403,Ningyang,CN,2021-11-24 07:21:39,35.7642,116.7914,54.18,33,0,3.67
404,Ambon,ID,2021-11-24 07:21:39,-3.6954,128.1814,87.94,70,40,5.75
405,Atherton,GB,2021-11-24 07:21:40,53.5237,-2.4935,46.72,82,99,1.99
406,Inirida,CO,2021-11-24 07:21:40,3.8653,-67.9239,72.48,99,100,1.57
407,Mayo,US,2021-11-24 07:21:40,38.8876,-76.5119,35.94,60,1,4.0
408,Benemerito De Las Americas,MX,2021-11-24 07:21:41,16.5167,-90.6439,63.28,99,62,1.12
409,Vila Franca Do Campo,PT,2021-11-24 07:21:41,37.7167,-25.4333,67.19,90,100,20.6
410,Kirkkonummi,FI,2021-11-24 07:21:41,60.1238,24.4385,40.08,97,100,14.12
411,Shalakusha,RU,2021-11-24 07:21:42,62.2247,40.2539,23.63,92,100,7.27
412,Onguday,RU,2021-11-24 07:21:42,50.75,86.15,36.82,64,100,3.4
413,Yumen,CN,2021-11-24 07:18:21,40.2833,97.2,45.64,14,12,14.81
414,Lata,PT,2021-11-24 07:21:43,40.1629,-8.3327,43.81,94,11,2.71
415,Port-Cartier,CA,2021-11-24 07:22:43,50.0334,-66.8654,29.75,61,100,14.76
416,Sao Joao Da Barra,BR,2021-11-24 07:22:44,-21.6403,-41.0511,70.86,89,100,3.0
417,Kabo,CF,2021-11-24 07:22:44,7.6994,18.629,81.59,28,2,3.47
418,Miraflores,MX,2021-11-24 07:22:45,19.2167,-98.8083,58.03,87,81,2.3
419,Campina Verde,BR,2021-11-24 07:22:45,-19.5356,-49.4864,74.03,45,100,4.7
420,Lakes Entrance,AU,2021-11-24 07:22:46,-37.8811,147.981,65.1,87,100,1.79
421,Kuito,AO,2021-11-24 07:22:46,-12.3833,16.9333,66.34,88,0,4.61
422,Mitsamiouli,KM,2021-11-24 07:22:47,-11.3847,43.2844,91.69,43,20,10.36
423,Chissamba,AO,2021-11-24 07:22:47,-12.1667,17.3333,69.98,62,100,3.94
424,Fonte Boa,BR,2021-11-24 07:22:47,-2.4959,-66.2662,73.11,99,65,2.28
425,Jalu,LY,2021-11-24 07:22:48,29.0331,21.5482,69.85,28,27,2.98
426,Jumla,NP,2021-11-24 07:22:48,29.2747,82.1838,60.4,22,0,6.71
427,Podor,MR,2021-11-24 07:22:48,16.6527,-14.9587,73.35,56,0,2.3
428,Mzimba,MW,2021-11-24 07:22:49,-11.9,33.6,87.91,25,25,3.56
429,Tiznit,MA,2021-11-24 07:22:49,29.5833,-9.5,56.3,97,89,5.55
430,Havelock,US,2021-11-24 07:22:50,34.8791,-76.9013,42.75,82,0,6.73
431,Barra Patuca,HN,2021-11-24 07:22:50,15.8,-84.2833,76.96,80,100,14.05
432,Tuatapere,NZ,2021-11-24 07:22:50,-46.1333,167.6833,57.92,74,100,7.14
433,Yenagoa,NG,2021-11-24 07:22:51,4.9247,6.2642,77.99,87,100,1.68
434,Najran,SA,2021-11-24 07:22:51,17.4924,44.1277,74.05,26,44,8.77
435,Ampanihy,MG,2021-11-24 07:22:52,-24.7,44.75,86.67,44,100,15.99
436,Mount Isa,AU,2021-11-24 07:22:52,-20.7333,139.5,78.57,69,90,3.44
437,Ostrovnoy,RU,2021-11-24 07:22:53,68.0531,39.5131,30.42,57,100,20.87
438,Berlevag,NO,2021-11-24 07:22:53,70.8578,29.0864,24.6,79,75,9.22
439,Maumere,ID,2021-11-24 07:22:54,-8.6199,122.2111,85.71,67,96,2.93
440,Hami,CN,2021-11-24 07:22:54,42.8,93.45,33.66,51,45,4.63
441,Taoudenni,ML,2021-11-24 07:22:54,22.6783,-3.9836,74.59,38,100,5.41
442,Were Ilu,ET,2021-11-24 07:22:55,10.6,39.4333,61.23,31,6,6.04
443,Ebbs,AT,2021-11-24 07:22:55,47.6333,12.2167,33.46,66,1,2.1
444,Las Lomas,PA,2021-11-24 07:22:56,8.4333,-82.4,76.26,87,100,2.3
445,Beringovskiy,RU,2021-11-24 07:22:56,63.05,179.3167,-8.21,87,10,5.55
446,Dongsheng,CN,2021-11-24 07:22:56,39.8161,109.9776,35.47,28,0,13.29
447,Kruisfontein,ZA,2021-11-24 07:22:57,-34.0033,24.7314,60.89,68,100,5.19
448,Sambava,MG,2021-11-24 07:22:57,-14.2667,50.1667,82.72,62,18,6.8
449,Porto Empedocle,IT,2021-11-24 07:22:58,37.2934,13.5264,60.04,81,98,4.18
450,Zermatt,CH,2021-11-24 07:22:58,46.0213,7.7491,33.35,79,0,8.05
451,Raahe,FI,2021-11-24 07:22:58,64.6833,24.4833,29.01,78,100,20.47
452,Loikaw,MM,2021-11-24 07:22:59,19.6742,97.2094,80.6,54,20,2.3
453,Presidencia Roque Saenz Pena,AR,2021-11-24 07:22:59,-26.7852,-60.4388,71.51,69,90,3.8
454,Matara,LK,2021-11-24 07:22:59,5.9485,80.5353,84.07,69,100,3.8
455,Amarillo,US,2021-11-24 07:19:55,35.222,-101.8313,58.03,48,1,8.01
456,Portland,US,2021-11-24 07:22:09,45.5234,-122.6762,44.74,93,75,3.0
457,Moron,AR,2021-11-24 07:23:00,-34.6534,-58.6198,64.92,54,0,1.99
458,Camocim,BR,2021-11-24 07:23:01,-2.9022,-40.8411,78.03,83,99,8.93
459,Rantoul,US,2021-11-24 07:23:01,40.3084,-88.1559,37.18,73,1,4.0
460,Seymchan,RU,2021-11-24 07:23:01,62.8833,152.4333,-31.2,100,64,0.25
461,Kenai,US,2021-11-24 07:24:02,60.5544,-151.2583,18.14,86,90,3.44
462,Trincomalee,LK,2021-11-24 07:24:02,8.5711,81.2335,81.63,79,100,9.66
463,Antalaha,MG,2021-11-24 07:24:03,-14.9003,50.2788,81.66,62,11,6.96
464,Tilichiki,RU,2021-11-24 07:24:03,60.4667,166.1,1.45,93,96,8.25
465,Bouna,CI,2021-11-24 07:24:04,9.2667,-3.0,73.13,48,8,3.87
466,Tete,MZ,2021-11-24 07:24:04,-16.1564,33.5867,91.49,49,40,10.36
467,Grand Gaube,MU,2021-11-24 07:24:04,-20.0064,57.6608,84.6,67,85,7.0
468,Santiago Del Estero,AR,2021-11-24 07:20:02,-27.7951,-64.2615,65.8,89,3,6.6
469,Duns,GB,2021-11-24 07:24:05,55.777,-2.3457,46.42,88,100,15.17
470,Venado Tuerto,AR,2021-11-24 07:24:05,-33.7456,-61.9688,60.78,27,0,8.63
471,Williams Lake,CA,2021-11-24 07:24:06,52.1415,-122.1445,26.17,92,40,1.01
472,Talnakh,RU,2021-11-24 07:24:06,69.4865,88.3972,8.02,92,100,9.57
473,Naduvattam,IN,2021-11-24 07:24:06,11.4833,76.5667,69.67,56,21,5.1
474,Phalombe,MW,2021-11-24 07:21:15,-15.8064,35.6507,89.22,37,22,5.14
475,Lazarev,RU,2021-11-24 07:24:07,52.225,141.5131,25.72,91,99,6.33
476,Krasnoselkup,RU,2021-11-24 07:24:07,65.7,82.4667,9.0,94,100,9.71
477,Havre-Saint-Pierre,CA,2021-11-24 07:24:08,50.2334,-63.5986,30.2,86,90,9.22
478,Mastic Beach,US,2021-11-24 07:24:08,40.7668,-72.8521,32.54,65,1,1.99
479,Molina,CL,2021-11-24 07:24:09,-35.1167,-71.2833,56.93,82,90,2.3
480,Dali,CN,2021-11-24 07:24:09,25.7,100.1833,61.41,36,4,2.93
481,Kerchevskiy,RU,2021-11-24 07:24:10,59.946,56.2884,17.35,91,100,7.94
482,Chortomlyk,UA,2021-11-24 07:24:10,47.6232,34.142,32.22,65,69,5.61
483,Balgazyn,RU,2021-11-24 07:24:11,51.0,95.2,26.92,72,100,4.03
484,Mapiripan,CO,2021-11-24 07:24:11,2.8892,-72.1256,72.3,95,98,2.64
485,Inhapim,BR,2021-11-24 07:24:12,-19.5492,-42.12,63.19,92,89,2.06
486,Swift Current,CA,2021-11-24 07:20:03,50.2834,-107.8014,11.21,72,90,21.85
487,Vendome,FR,2021-11-24 07:24:12,47.8,1.0667,37.09,95,4,10.0
488,The Pas,CA,2021-11-24 07:24:12,53.8251,-101.2541,1.42,78,90,14.97
489,Codrington,AU,2021-11-24 07:24:13,-38.2667,141.9667,63.28,79,100,10.78
490,Lyaskelya,RU,2021-11-24 07:24:13,61.7667,31.0167,35.92,96,100,13.2
491,Vila,PT,2021-11-24 07:24:14,42.0304,-8.1588,40.33,82,80,3.83
492,Ambunti,PG,2021-11-24 07:24:14,-4.2365,142.8448,79.9,94,100,3.42
493,Vardo,NO,2021-11-24 07:24:14,70.3705,31.1107,24.55,100,75,10.36
494,Chokwe,MZ,2021-11-24 07:24:15,-24.5333,32.9833,71.8,71,91,11.7
495,Yerbogachen,RU,2021-11-24 07:23:38,61.2767,108.0108,10.74,95,97,7.9
496,Waipawa,NZ,2021-11-24 07:24:15,-41.4122,175.5153,59.63,73,23,4.88
497,Corn Island,NI,2021-11-24 07:24:16,12.1694,-83.0418,81.14,74,100,14.94
498,Ouagadougou,BF,2021-11-24 07:24:16,12.3642,-1.5383,71.73,43,4,2.3
499,Rewari,IN,2021-11-24 07:24:16,28.1833,76.6167,74.98,17,0,6.49
500,Vernon,CA,2021-11-24 07:19:44,50.2581,-119.2691,33.3,84,86,3.44
501,Mweka,CD,2021-11-24 07:24:17,-4.85,21.5667,73.67,89,97,0.45
502,Magaria,NE,2021-11-24 07:24:18,12.9983,8.9099,76.86,20,80,7.25
503,Kungurtug,RU,2021-11-24 07:24:18,50.5994,97.5228,31.62,62,99,3.6
504,Bar Harbor,US,2021-11-24 07:24:18,44.3876,-68.2039,27.23,70,1,9.22
505,Beidao,CN,2021-11-24 07:20:55,34.5686,105.8933,52.93,30,0,1.9
506,Limoux,FR,2021-11-24 07:24:19,42.9167,2.1667,45.82,91,100,3.04
507,Geri,CY,2021-11-24 07:25:19,35.1,33.4167,67.78,77,20,6.91
508,Kirakira,SB,2021-11-24 07:25:20,-10.4544,161.9205,80.42,82,100,9.66
509,Vanavara,RU,2021-11-24 07:25:20,60.34,102.2797,25.07,94,100,10.16
510,Svetlogorsk,BY,2021-11-24 07:25:20,52.6333,29.7333,31.69,92,100,8.08
511,Rumford,US,2021-11-24 07:25:21,44.5537,-70.5509,26.29,69,19,11.61
512,Hervey Bay,AU,2021-11-24 07:25:22,-25.2986,152.8535,82.02,69,100,5.99
513,Pavino,RU,2021-11-24 07:25:22,59.1139,46.1414,18.19,95,93,4.5
514,Kutum,SD,2021-11-24 07:25:23,14.2,24.6667,66.96,17,1,9.84
515,Nancha,CN,2021-11-24 07:25:23,47.1333,129.2667,17.28,75,94,11.81
516,Ngaoundere,CM,2021-11-24 07:25:23,7.3167,13.5833,76.39,32,0,3.31
517,Sao Felix Do Xingu,BR,2021-11-24 07:25:24,-6.6447,-51.995,71.51,96,100,1.95
518,Severo-Kurilsk,RU,2021-11-24 07:25:24,50.6789,156.125,37.78,96,100,24.02
519,Qafqafa,JO,2021-11-24 07:25:24,32.3483,35.9395,52.95,45,55,10.36
520,Lengshuijiang,CN,2021-11-24 07:25:25,27.6881,111.4294,63.34,33,10,1.36
521,Belaya Gora,RU,2021-11-24 07:25:25,68.5333,146.4167,-21.41,99,98,0.83
522,Sur,OM,2021-11-24 07:25:26,22.5667,59.5289,86.14,22,8,3.0
523,Minab,IR,2021-11-24 07:25:26,27.1467,57.0801,87.3,58,5,11.05
524,Danville,US,2021-11-24 07:25:18,36.586,-79.395,30.88,71,1,0.0
525,Gao,ML,2021-11-24 07:22:40,16.6362,1.637,74.8,29,8,13.38
526,Sotouboua,TG,2021-11-24 07:25:27,8.5667,0.9833,74.86,79,68,3.06
527,Fort Dodge,US,2021-11-24 07:22:45,42.4975,-94.168,51.4,53,1,18.41
528,Plettenberg Bay,ZA,2021-11-24 07:25:27,-34.0527,23.3716,62.17,60,100,5.3
529,Bjornevatn,NO,2021-11-24 07:25:28,69.6672,29.9847,23.34,93,75,8.05
530,Kodaikanal,IN,2021-11-24 07:25:28,10.2333,77.4833,63.97,59,100,4.0
531,Port Keats,AU,2021-11-24 07:25:28,-14.25,129.55,89.29,60,49,6.98
532,Hazorasp,UZ,2021-11-24 07:25:29,41.3194,61.0742,55.24,32,0,8.19
533,Porto Torres,IT,2021-11-24 07:25:29,40.835,8.3972,57.38,85,11,10.33
534,Ponta Grossa,BR,2021-11-24 07:23:24,-25.095,-50.1619,60.94,89,100,8.48
535,Kyaikkami,MM,2021-11-24 07:25:30,16.08,97.5675,84.83,61,100,4.16
536,Barreirinha,BR,2021-11-24 07:25:31,-2.7933,-57.07,75.6,83,100,2.82
537,Kangaba,ML,2021-11-24 07:25:31,11.9333,-8.4167,69.58,33,18,5.17
538,Coaraci,BR,2021-11-24 07:25:32,-14.6408,-39.5511,69.49,100,74,2.24
539,Soure,BR,2021-11-24 07:25:32,-0.7167,-48.5233,80.33,82,15,8.43
540,Fort Saint James,CA,2021-11-24 07:25:32,54.4333,-124.25,25.41,91,100,2.95
541,Vilhena,BR,2021-11-24 07:25:33,-12.7406,-60.1458,68.99,97,90,1.66
542,Moshi,TZ,2021-11-24 07:25:33,-3.35,37.3333,85.37,43,9,4.05
543,Norsup,VU,2021-11-24 07:25:33,-16.0667,167.3833,76.87,82,100,9.55
544,Point Pleasant,US,2021-11-24 07:24:11,40.0832,-74.0682,34.02,68,1,3.0
545,Chabahar,IR,2021-11-24 07:25:34,25.2919,60.643,80.67,63,5,5.66
546,Oriximina,BR,2021-11-24 07:25:34,-1.7656,-55.8661,74.17,84,98,2.13
547,Sibolga,ID,2021-11-24 07:25:35,1.7427,98.7792,85.32,62,100,4.63
548,Vermilion,US,2021-11-24 07:25:35,40.1667,-87.7506,37.74,56,1,14.0
549,Cheyenne,US,2021-11-24 07:25:35,41.14,-104.8203,45.73,34,75,18.41
550,Chalchihuites,MX,2021-11-24 07:25:36,23.4833,-103.8833,52.5,63,94,4.14
551,Escanaba,US,2021-11-24 07:25:36,45.7453,-87.0646,41.94,65,1,10.36
552,Severiano Melo,BR,2021-11-24 07:25:37,-5.7772,-37.9578,74.89,81,89,5.32
553,Port Macquarie,AU,2021-11-24 07:21:49,-31.4333,152.9167,73.36,88,100,13.62
554,Maniitsoq,GL,2021-11-24 07:25:37,65.4167,-52.9,32.94,98,100,39.86
555,Mahajanga,MG,2021-11-24 07:26:38,-15.7167,46.3167,86.02,70,40,11.5
556,Sheridan,US,2021-11-24 07:26:38,44.8333,-106.9173,37.58,83,90,3.0
557,Comalcalco,MX,2021-11-24 07:26:38,18.2667,-93.2167,67.95,87,5,4.32
558,Basco,PH,2021-11-24 07:26:39,20.4487,121.9702,77.49,76,98,25.72
559,Kapit,MY,2021-11-24 07:26:39,2.0167,112.9333,83.89,91,96,1.41
560,Riyadh,SA,2021-11-24 07:26:40,24.6877,46.7219,68.14,34,0,8.1
561,Viedma,AR,2021-11-24 07:26:40,-40.8135,-62.9967,66.33,47,65,4.09
562,Cassilandia,BR,2021-11-24 07:26:40,-19.1133,-51.7342,72.82,85,100,2.59
563,Kiama,AU,2021-11-24 07:26:41,-34.6833,150.8667,74.37,84,100,11.99
564,Anadyr,RU,2021-11-24 07:26:41,64.75,177.4833,-17.9,75,0,13.42
565,Sarana,RU,2021-11-24 07:26:41,56.4773,57.7259,12.96,88,90,9.06
566,Capreol,CA,2021-11-24 07:26:42,46.706,-80.9225,27.07,87,1,1.01
567,Mbandaka,CD,2021-11-24 07:26:42,0.0487,18.2603,74.41,92,94,0.87
568,Chinhoyi,ZW,2021-11-24 07:26:42,-17.3667,30.2,81.41,49,100,3.65
