City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Yabrud,SY,2021-11-28 01:14:27,33.9674,36.6574,33.46,40,100,8.1,overcast clouds
260,San Patricio,US,2021-11-28 01:14:27,28.017,-97.5169,55.26,83,100,9.04,overcast clouds
261,Kaka,TM,2021-11-28 01:14:28,37.3482,59.6143,45.88,48,1,4.97,clear sky
262,College,US,2021-11-28 01:14:28,64.8569,-147.8028,-13.05,74,75,0.0,haze
263,Portland,US,2021-11-28 01:12:00,45.5234,-122.6762,61.38,88,90,9.22,overcast clouds
264,Talnakh,RU,2021-11-28 01:14:29,69.4865,88.3972,-0.98,97,100,7.85,overcast clouds
265,Novaya Mayna,RU,2021-11-28 01:14:29,54.15,49.75,24.8,93,100,12.5,overcast clouds
266,Goderich,CA,2021-11-28 01:14:30,43.7501,-81.7165,26.92,93,100,6.91,light snow
267,Thanyaburi,TH,2021-11-28 01:14:30,14.0211,100.7343,75.15,73,0,4.61,clear sky
268,Jibuti,DJ,2021-11-28 01:14:30,11.5,42.5,74.62,80,0,7.56,clear sky
269,Doka,SD,2021-11-28 01:14:31,13.5167,35.7667,77.68,43,0,9.33,clear sky
270,Longyan,CN,2021-11-28 01:14:31,25.1072,117.0225,61.68,75,1,4.36,clear sky
271,Roswell,US,2021-11-28 01:14:31,34.0232,-84.3616,48.92,53,1,0.0,clear sky
272,Tautira,PF,2021-11-28 01:14:32,-17.7333,-149.15,84.22,76,25,16.49,light rain
273,Dalby,AU,2021-11-28 01:14:32,-27.1833,151.2667,77.31,62,91,13.18,light rain
274,Nhulunbuy,AU,2021-11-28 01:14:32,-12.2333,136.7667,92.01,46,80,8.05,broken clouds
275,Yumen,CN,2021-11-28 01:14:33,40.2833,97.2,24.48,48,100,21.39,overcast clouds
276,Namtsy,RU,2021-11-28 01:12:30,62.7161,129.6658,1.51,88,100,11.41,overcast clouds
277,Whitehorse,CA,2021-11-28 01:13:04,60.7161,-135.0538,3.97,85,75,5.75,light snow
278,Lagunas,PE,2021-11-28 01:15:34,-5.2269,-75.6753,81.05,66,100,2.93,overcast clouds
279,Linguere,SN,2021-11-28 01:15:34,15.3953,-15.1193,80.08,27,1,12.95,clear sky
280,Pasni,PK,2021-11-28 01:15:34,25.2631,63.471,74.66,32,0,8.05,clear sky
281,Clyde River,CA,2021-11-28 01:15:35,70.4692,-68.5914,-8.73,99,97,5.93,overcast clouds
282,Paragominas,BR,2021-11-28 01:15:35,-2.9667,-47.4833,74.57,90,83,2.19,broken clouds
283,Ajdabiya,LY,2021-11-28 01:15:35,30.7554,20.2263,70.84,35,11,8.16,few clouds
284,Batsfjord,NO,2021-11-28 01:15:36,70.6345,29.7185,15.76,91,66,10.94,broken clouds
285,Mecca,SA,2021-11-28 01:15:36,21.4267,39.8261,74.14,74,0,1.86,clear sky
286,Praia,CV,2021-11-28 01:14:47,14.9215,-23.5087,75.74,73,40,18.41,scattered clouds
287,Kloulklubed,PW,2021-11-28 01:15:37,7.0419,134.2556,84.7,74,100,15.14,overcast clouds
288,Guanica,PR,2021-11-28 01:15:37,17.9716,-66.908,79.48,74,6,4.14,clear sky
289,Hobyo,SO,2021-11-28 01:15:37,5.3505,48.5268,80.2,80,99,10.49,overcast clouds
290,Sol-Iletsk,RU,2021-11-28 01:15:38,51.1631,54.9918,16.77,84,68,8.14,broken clouds
291,Lere,NG,2021-11-28 01:15:38,10.387,8.5726,68.45,24,100,2.95,overcast clouds
292,Ketchikan,US,2021-11-28 01:12:36,55.3422,-131.6461,46.87,93,90,20.71,moderate rain
293,Changping,CN,2021-11-28 01:15:39,40.2186,116.2197,38.84,56,74,1.48,broken clouds
294,Kyzyl-Suu,KG,2021-11-28 01:15:39,42.3414,78.0056,17.85,47,0,10.16,clear sky
295,Abha,SA,2021-11-28 01:15:39,18.2164,42.5053,55.22,50,0,0.0,clear sky
296,Port Hawkesbury,CA,2021-11-28 01:15:40,45.6169,-61.3485,40.59,75,90,11.5,overcast clouds
297,Coquimbo,CL,2021-11-28 01:15:40,-29.9533,-71.3436,58.73,88,0,4.61,clear sky
298,Itarema,BR,2021-11-28 01:15:41,-2.9248,-39.9167,80.24,80,82,13.31,broken clouds
299,Kysyl-Syr,RU,2021-11-28 01:15:41,63.8986,122.7617,-2.83,96,100,7.72,overcast clouds
300,Vila Velha,BR,2021-11-28 01:15:41,-20.3297,-40.2925,75.15,78,0,9.22,clear sky
301,Buncrana,IE,2021-11-28 01:15:42,55.1333,-7.45,39.36,84,100,6.29,overcast clouds
302,Oranjestad,AW,2021-11-28 01:13:42,12.524,-70.027,80.55,83,20,11.5,few clouds
303,Pisco,PE,2021-11-28 01:15:43,-13.7,-76.2167,66.25,82,0,14.97,clear sky
304,Santa Maria,BR,2021-11-28 01:15:43,-29.6842,-53.8069,71.82,77,100,9.15,overcast clouds
305,Tieling,CN,2021-11-28 01:15:43,42.2931,123.8414,39.83,66,91,17.16,overcast clouds
306,Evensk,RU,2021-11-28 01:15:44,61.95,159.2333,12.63,91,100,11.14,overcast clouds
307,La Romana,DO,2021-11-28 01:14:49,18.4273,-68.9728,76.73,88,20,0.0,few clouds
308,Nuuk,GL,2021-11-28 01:11:23,64.1835,-51.7216,38.01,100,75,4.61,light snow
309,Sarangani,PH,2021-11-28 01:15:44,5.4033,125.4636,83.28,74,100,16.53,moderate rain
310,Paamiut,GL,2021-11-28 01:15:45,61.994,-49.6678,37.49,99,100,12.24,light rain
311,Kahului,US,2021-11-28 01:12:40,20.8947,-156.47,83.46,61,1,19.57,clear sky
312,Kichera,RU,2021-11-28 01:15:45,55.9375,110.0997,-2.94,81,28,3.71,scattered clouds
313,Itapirapua,BR,2021-11-28 01:15:46,-15.8233,-50.6133,75.76,84,98,2.42,overcast clouds
314,Lerwick,GB,2021-11-28 01:15:46,60.1545,-1.1494,32.0,62,100,16.62,overcast clouds
315,Nambucca Heads,AU,2021-11-28 01:15:47,-30.65,153.0,73.4,73,99,9.73,light rain
316,Miguel Hidalgo,MX,2021-11-28 01:15:47,19.4225,-99.2028,63.81,45,1,11.5,clear sky
317,Yulara,AU,2021-11-28 01:12:01,-25.2406,130.9889,76.84,23,0,12.66,clear sky
318,San Policarpo,PH,2021-11-28 01:15:47,12.1791,125.5072,82.58,83,100,13.8,overcast clouds
319,Glenwood Springs,US,2021-11-28 01:15:48,39.5505,-107.3248,45.63,47,1,6.91,clear sky
320,Kuvshinovo,RU,2021-11-28 01:16:48,57.0295,34.1725,36.25,99,100,9.4,overcast clouds
321,Oktyabrskoye,RU,2021-11-28 01:16:49,43.0645,44.7417,23.14,100,35,2.24,fog
322,Edd,ER,2021-11-28 01:16:12,13.9297,41.6925,81.66,65,0,5.55,clear sky
323,Ingleside,US,2021-11-28 01:16:49,27.8778,-97.2117,55.4,90,90,11.5,overcast clouds
324,Shumskiy,RU,2021-11-28 01:16:49,54.8318,99.1328,13.12,73,100,4.38,overcast clouds
325,Galich,RU,2021-11-28 01:16:50,58.3797,42.3475,32.14,95,100,11.12,light snow
326,Sheltozero,RU,2021-11-28 01:16:50,61.3667,35.3667,23.95,86,100,18.52,light snow
327,Santa Vitoria Do Palmar,BR,2021-11-28 01:16:51,-33.5189,-53.3681,67.53,83,100,8.81,overcast clouds
328,Divnomorskoye,RU,2021-11-28 01:16:51,44.5011,38.1353,58.21,82,100,20.09,overcast clouds
329,Alboraya,ES,2021-11-28 01:16:51,39.5,-0.35,45.21,53,0,8.05,clear sky
330,Marzuq,YE,2021-11-28 01:16:52,14.4,46.4667,64.49,40,0,3.78,clear sky
331,Batagay-Alyta,RU,2021-11-28 01:16:53,67.8006,130.4114,-3.1,96,100,3.51,overcast clouds
332,Morden,CA,2021-11-28 01:16:53,49.1919,-98.1014,28.24,54,1,13.8,clear sky
333,Namibe,AO,2021-11-28 01:16:53,-15.1961,12.1522,67.73,74,100,6.62,overcast clouds
334,Vuktyl,RU,2021-11-28 01:16:54,63.8567,57.3094,-1.5,100,100,2.42,overcast clouds
335,Roebourne,AU,2021-11-28 01:16:54,-20.7833,117.1333,93.56,19,0,24.23,clear sky
336,Broome,US,2021-11-28 01:16:54,42.2506,-75.833,29.17,68,90,4.61,overcast clouds
337,Pincher Creek,CA,2021-11-28 01:13:23,49.4833,-113.952,44.71,64,100,15.32,overcast clouds
338,Kozhva,RU,2021-11-28 01:16:55,65.1073,57.0459,-10.91,100,47,2.33,scattered clouds
339,Bom Jardim,BR,2021-11-28 01:16:55,-7.7958,-35.5872,73.45,82,75,5.88,moderate rain
340,Trairi,BR,2021-11-28 01:15:32,-3.2778,-39.2689,80.08,82,64,9.64,broken clouds
341,Sept-Iles,CA,2021-11-28 01:13:49,50.2001,-66.3821,37.92,93,90,12.66,overcast clouds
342,Taoudenni,ML,2021-11-28 01:16:56,22.6783,-3.9836,68.63,31,2,14.45,clear sky
343,Ryotsu,JP,2021-11-28 01:16:56,38.0833,138.4333,49.96,53,14,11.83,few clouds
344,Deep River,CA,2021-11-28 01:16:57,46.1001,-77.4995,17.35,83,20,5.19,few clouds
345,Sola,VU,2021-11-28 01:16:57,-13.8833,167.55,81.68,72,14,8.75,few clouds
346,Vysokogornyy,RU,2021-11-28 01:16:57,50.1167,139.15,17.51,85,99,4.88,overcast clouds
347,Norman Wells,CA,2021-11-28 01:12:07,65.282,-126.8329,-21.96,69,20,5.75,few clouds
348,Maceio,BR,2021-11-28 01:16:58,-9.6658,-35.7353,81.84,78,40,6.91,light rain
349,Vieksniai,LT,2021-11-28 01:16:58,56.2333,22.5167,31.6,98,100,4.81,light snow
350,Alofi,NU,2021-11-28 01:16:59,-19.0595,-169.9187,82.29,74,96,12.66,light rain
351,Sao Joao Da Barra,BR,2021-11-28 01:16:59,-21.6403,-41.0511,73.53,83,30,7.58,scattered clouds
352,Kapoeta,SS,2021-11-28 01:16:59,4.7717,33.5903,78.58,55,48,14.23,light rain
353,Vao,NC,2021-11-28 01:17:00,-22.6667,167.4833,74.93,86,100,20.22,overcast clouds
354,Zhifang,CN,2021-11-28 01:17:00,30.35,114.3167,49.98,56,6,5.64,clear sky
355,Ulladulla,AU,2021-11-28 01:17:01,-35.35,150.4667,62.02,68,98,10.67,overcast clouds
356,Bangkalan,ID,2021-11-28 01:17:01,-7.0455,112.7351,82.35,78,100,7.52,overcast clouds
357,Batagay,RU,2021-11-28 01:17:01,67.6333,134.6333,-7.67,100,100,2.17,overcast clouds
358,Urucui,BR,2021-11-28 01:17:02,-7.2294,-44.5561,75.58,86,52,3.2,broken clouds
359,Maromitsa,RU,2021-11-28 01:17:02,59.8683,48.0123,30.31,96,100,11.12,overcast clouds
360,Converse,US,2021-11-28 01:12:43,29.518,-98.3161,53.82,94,90,4.61,light intensity drizzle
361,Saint-Paul,RE,2021-11-28 01:17:03,-21.0096,55.2707,77.11,85,49,5.66,light rain
362,Marsh Harbour,BS,2021-11-28 01:17:03,26.5412,-77.0636,72.9,64,11,7.11,few clouds
363,Eureka,US,2021-11-28 01:12:08,40.8021,-124.1637,58.39,95,65,4.18,broken clouds
364,Haines Junction,CA,2021-11-28 01:17:03,60.7522,-137.5108,-4.05,65,100,9.22,light snow
365,Puri,IN,2021-11-28 01:17:04,19.8,85.85,66.72,64,100,12.17,overcast clouds
366,Rancho Grande,BR,2021-11-28 01:17:04,-23.5057,-46.3585,67.75,88,40,3.44,scattered clouds
367,Bonfim,BR,2021-11-28 01:17:05,3.0833,-59.95,80.08,73,75,5.79,broken clouds
368,Quarai,BR,2021-11-28 01:17:05,-30.3875,-56.4514,68.97,79,83,7.0,light rain
369,Adrar,MR,2021-11-28 01:18:05,20.5022,-10.0711,63.9,30,10,14.47,clear sky
370,San Vicente De Canete,PE,2021-11-28 01:18:06,-13.0751,-76.3835,65.95,87,100,4.12,light rain
371,Sierra Vista,US,2021-11-28 01:14:46,31.5545,-110.3037,58.14,40,1,9.22,clear sky
372,Moyale,KE,2021-11-28 01:18:06,3.5167,39.0584,66.11,85,77,5.48,light rain
373,Henties Bay,NA,2021-11-28 01:18:07,-22.116,14.2845,57.97,89,0,6.87,clear sky
374,Ahmadpur East,PK,2021-11-28 01:18:07,29.1431,71.2598,63.43,27,0,6.96,clear sky
375,Khandyga,RU,2021-11-28 01:18:07,62.6667,135.6,-10.19,99,98,2.28,overcast clouds
376,Kidal,ML,2021-11-28 01:15:31,18.4411,1.4078,77.05,21,0,6.91,clear sky
377,Salalah,OM,2021-11-28 01:18:08,17.0151,54.0924,77.09,36,0,9.22,clear sky
378,Lavrentiya,RU,2021-11-28 01:18:08,65.5833,-171.0,-10.7,94,6,7.7,clear sky
379,Bathsheba,BB,2021-11-28 01:18:09,13.2167,-59.5167,81.21,78,40,14.97,scattered clouds
380,Foz,ES,2021-11-28 01:18:09,43.5692,-7.2544,45.77,82,100,9.33,overcast clouds
381,Valle De Guadalupe,MX,2021-11-28 01:18:09,21.0,-102.6167,62.22,45,9,5.44,clear sky
382,Viedma,AR,2021-11-28 01:15:15,-40.8135,-62.9967,62.38,84,100,4.07,overcast clouds
383,Road Town,VG,2021-11-28 01:18:05,18.4167,-64.6167,80.69,83,20,9.22,few clouds
384,Lixourion,GR,2021-11-28 01:18:10,38.2019,20.4314,62.1,70,48,21.92,scattered clouds
385,Upata,VE,2021-11-28 01:18:11,8.0086,-62.3989,71.85,95,100,3.89,overcast clouds
386,Port Macquarie,AU,2021-11-28 01:18:11,-31.4333,152.9167,66.16,94,75,8.05,broken clouds
387,Half Moon Bay,US,2021-11-28 01:18:11,37.4636,-122.4286,67.91,56,1,10.36,clear sky
388,Sitka,US,2021-11-28 01:18:12,57.0531,-135.33,35.49,87,90,4.61,light rain
389,Cap Malheureux,MU,2021-11-28 01:18:12,-19.9842,57.6142,72.09,71,0,8.84,clear sky
390,Sevlievo,BG,2021-11-28 01:18:12,43.0258,25.1136,48.69,71,70,3.06,broken clouds
391,Sabang,ID,2021-11-28 01:18:13,5.8933,95.3214,79.18,85,100,17.74,heavy intensity rain
392,Mareeba,AU,2021-11-28 01:18:13,-17.0,145.4333,81.32,58,41,6.29,scattered clouds
393,Straoane,RO,2021-11-28 01:18:14,45.9333,27.05,35.73,75,1,3.11,clear sky
394,Gdov,RU,2021-11-28 01:18:14,58.7406,27.8122,27.68,92,100,14.18,light snow
395,Camacha,PT,2021-11-28 01:18:14,33.0833,-16.3333,60.22,77,40,14.97,scattered clouds
396,Auki,SB,2021-11-28 01:18:15,-8.7676,160.7034,85.68,68,94,2.44,overcast clouds
397,Piney Green,US,2021-11-28 01:18:15,34.716,-77.3202,39.09,87,1,0.0,clear sky
398,Mahebourg,MU,2021-11-28 01:18:16,-20.4081,57.7,71.89,88,20,5.75,few clouds
399,Yeppoon,AU,2021-11-28 01:18:16,-23.1333,150.7333,80.38,71,4,11.88,clear sky
400,Shitanjing,CN,2021-11-28 01:18:16,39.2342,106.3439,31.24,42,18,6.33,few clouds
401,Muros,ES,2021-11-28 01:18:17,42.7762,-9.0603,43.3,72,36,9.37,scattered clouds
402,Walvis Bay,NA,2021-11-28 01:18:17,-22.9575,14.5053,52.75,93,4,6.91,clear sky
403,Buala,SB,2021-11-28 01:18:17,-8.145,159.5921,86.38,66,25,5.7,scattered clouds
404,Anori,BR,2021-11-28 01:18:18,-3.7728,-61.6442,76.51,88,70,3.11,broken clouds
405,Bayan,CN,2021-11-28 01:16:59,46.0833,127.4,29.95,82,69,11.7,broken clouds
406,Yuksekova,TR,2021-11-28 01:18:18,37.5736,44.2872,30.83,73,99,3.4,overcast clouds
407,La Sarre,CA,2021-11-28 01:18:19,48.8002,-79.1996,8.69,99,82,3.2,broken clouds
408,Chimbote,PE,2021-11-28 01:18:19,-9.0853,-78.5783,66.06,83,100,7.27,overcast clouds
409,Kasongo-Lunda,CD,2021-11-28 01:18:19,-6.4667,16.8167,68.13,98,84,0.49,broken clouds
410,Salinas,US,2021-11-28 01:18:20,36.6777,-121.6555,67.01,41,1,9.22,clear sky
411,Agutaya,PH,2021-11-28 01:18:20,11.148,120.9417,82.62,81,83,18.25,broken clouds
412,Longyearbyen,SJ,2021-11-28 01:18:21,78.2186,15.6401,12.04,67,40,28.77,scattered clouds
413,Baripada,IN,2021-11-28 01:18:21,21.935,86.7214,62.4,57,100,5.17,overcast clouds
414,Chinhoyi,ZW,2021-11-28 01:18:22,-17.3667,30.2,62.1,72,4,5.7,clear sky
415,Los Llanos De Aridane,ES,2021-11-28 01:18:22,28.6585,-17.9182,60.55,68,75,13.8,broken clouds
416,Xining,CN,2021-11-28 01:18:22,36.6167,101.7667,29.44,37,92,0.18,overcast clouds
417,Toledo,ES,2021-11-28 01:16:32,39.8333,-4.0,38.52,68,1,6.6,clear sky
418,Abnub,EG,2021-11-28 01:19:23,27.2696,31.1511,57.42,30,47,2.55,scattered clouds
419,Dagua,CO,2021-11-28 01:19:23,3.6569,-76.6886,73.9,98,100,2.35,overcast clouds
420,Saldanha,ZA,2021-11-28 01:19:23,-33.0117,17.9442,62.65,95,96,13.49,overcast clouds
421,Havre-Saint-Pierre,CA,2021-11-28 01:14:50,50.2334,-63.5986,39.56,93,90,13.8,overcast clouds
422,Puerto Madryn,AR,2021-11-28 01:19:24,-42.7692,-65.0385,58.8,70,0,11.52,clear sky
423,Nizwa,OM,2021-11-28 01:19:24,22.9333,57.5333,65.44,51,0,1.83,clear sky
424,Sinnamary,GF,2021-11-28 01:19:25,5.3833,-52.95,78.08,88,96,9.08,overcast clouds
425,Juliaca,PE,2021-11-28 01:19:25,-15.5,-70.1333,47.44,81,100,3.15,overcast clouds
426,Ulagan,RU,2021-11-28 01:19:25,50.6321,87.9563,4.23,87,97,2.37,overcast clouds
427,Faya,SA,2021-11-28 01:17:16,18.3851,42.4509,55.51,51,0,5.73,clear sky
428,Xifeng,CN,2021-11-28 01:19:26,42.7372,124.7222,38.05,63,100,14.14,overcast clouds
429,Raudeberg,NO,2021-11-28 01:19:26,61.9875,5.1352,27.27,58,4,8.25,clear sky
430,Zaozerne,UA,2021-11-28 01:19:27,45.1582,33.2787,54.95,92,17,12.91,few clouds
431,Kavaratti,IN,2021-11-28 01:18:43,10.5669,72.642,82.65,73,100,11.52,overcast clouds
432,Megion,RU,2021-11-28 01:19:27,61.0296,76.1136,32.02,96,100,17.47,light snow
433,Naze,JP,2021-11-28 01:19:28,28.3667,129.4833,65.32,58,7,20.29,clear sky
434,Parksville,CA,2021-11-28 01:15:17,49.3163,-124.3195,47.84,98,100,21.85,light rain
435,Hay River,CA,2021-11-28 01:15:16,60.8156,-115.7999,-5.84,77,40,4.61,scattered clouds
436,Felipe Carrillo Puerto,MX,2021-11-28 01:19:28,19.5833,-88.05,71.37,90,72,3.2,broken clouds
437,West Fargo,US,2021-11-28 01:19:29,46.875,-96.9004,32.05,59,1,12.66,clear sky
438,Wicklow,IE,2021-11-28 01:19:29,53.0,-6.4167,28.83,96,100,4.47,overcast clouds
439,Ciechocinek,PL,2021-11-28 01:19:30,52.8791,18.7951,34.05,92,89,5.97,overcast clouds
440,Kabanjahe,ID,2021-11-28 01:19:30,3.1001,98.4908,63.36,97,100,1.59,moderate rain
441,Waipawa,NZ,2021-11-28 01:16:07,-41.4122,175.5153,61.43,78,100,5.08,overcast clouds
442,Marinette,US,2021-11-28 01:17:31,45.1,-87.6307,34.25,100,90,6.91,light snow
443,San Cristobal,VE,2021-11-28 01:19:31,7.7669,-72.225,73.58,93,38,1.39,scattered clouds
444,Mandalgovi,MN,2021-11-28 01:19:31,45.7625,106.2708,13.28,71,99,18.75,overcast clouds
445,Manono,CD,2021-11-28 01:19:32,-7.3,27.4167,67.77,93,64,1.99,broken clouds
446,Atar,MR,2021-11-28 01:19:32,20.5169,-13.0499,67.82,28,93,14.5,overcast clouds
447,Coahuayana,MX,2021-11-28 01:19:33,18.7333,-103.6833,81.88,83,1,1.43,clear sky
448,Andros Town,BS,2021-11-28 01:19:33,24.7,-77.7667,71.56,70,15,8.43,few clouds
449,Huarmey,PE,2021-11-28 01:19:34,-10.0681,-78.1522,67.03,83,100,9.35,overcast clouds
450,Chumikan,RU,2021-11-28 01:19:34,54.7183,135.315,18.45,92,100,10.85,overcast clouds
451,Homestead,US,2021-11-28 01:15:04,25.4687,-80.4776,69.82,69,10,4.76,clear sky
452,La Primavera,CO,2021-11-28 01:19:35,5.4906,-70.4092,77.65,80,20,4.83,few clouds
453,Jinchang,CN,2021-11-28 01:19:35,38.4953,102.1739,27.7,47,100,7.23,overcast clouds
454,Cairns,AU,2021-11-28 01:19:35,-16.9167,145.7667,85.95,70,40,10.36,scattered clouds
455,Ayabaca,PE,2021-11-28 01:19:36,-4.6398,-79.7149,51.26,87,100,3.31,overcast clouds
456,Kirakira,SB,2021-11-28 01:19:36,-10.4544,161.9205,84.56,73,77,6.02,broken clouds
457,Dandong,CN,2021-11-28 01:19:36,40.1292,124.3947,37.98,54,97,4.59,overcast clouds
458,Olga,RU,2021-11-28 01:19:37,43.7444,135.2892,32.9,38,2,5.37,clear sky
459,Chateauroux,FR,2021-11-28 01:18:06,46.8167,1.7,39.2,87,90,16.11,light rain
460,Ogulin,HR,2021-11-28 01:20:37,45.2661,15.2286,47.23,93,100,3.18,overcast clouds
461,Yablochnyy,RU,2021-11-28 01:20:38,47.1661,142.0661,31.95,69,7,5.91,clear sky
462,Jalu,LY,2021-11-28 01:20:38,29.0331,21.5482,69.35,39,32,2.93,scattered clouds
463,Clearwater,US,2021-11-28 01:18:50,27.9659,-82.8001,60.71,60,1,3.44,clear sky
464,Naples,IT,2021-11-28 01:16:07,40.8333,14.25,59.61,67,42,14.97,scattered clouds
465,Ambunti,PG,2021-11-28 01:20:39,-4.2365,142.8448,77.68,91,91,1.88,heavy intensity rain
466,Alvorada,BR,2021-11-28 01:20:39,-12.48,-49.1247,77.4,78,88,2.21,overcast clouds
467,Smirnykh,RU,2021-11-28 01:20:40,49.75,142.8333,28.83,71,12,4.14,few clouds
468,Kitimat,CA,2021-11-28 01:20:40,54.0524,-128.6534,34.18,99,100,1.63,moderate rain
469,Quibdo,CO,2021-11-28 01:20:40,5.6947,-76.6611,74.3,96,67,1.21,broken clouds
470,Hualmay,PE,2021-11-28 01:20:41,-11.0964,-77.6139,66.47,84,100,9.33,overcast clouds
471,Monywa,MM,2021-11-28 01:20:41,22.1167,95.1333,66.49,81,6,6.51,clear sky
472,Champerico,GT,2021-11-28 01:20:42,14.3,-91.9167,80.37,73,96,3.36,overcast clouds
473,Pacific Grove,US,2021-11-28 01:20:42,36.6177,-121.9166,66.6,39,1,0.0,clear sky
474,Agno,CH,2021-11-28 01:20:42,45.9833,8.85,38.95,100,75,5.75,sleet
475,Bindura,ZW,2021-11-28 01:20:43,-17.3019,31.3306,60.03,84,3,4.05,clear sky
476,Tutoia,BR,2021-11-28 01:20:43,-2.7619,-42.2744,80.67,82,96,11.43,overcast clouds
477,Ancona,IT,2021-11-28 01:20:43,43.55,13.1667,53.82,54,92,6.91,overcast clouds
478,Vila Franca Do Campo,PT,2021-11-28 01:20:44,37.7167,-25.4333,61.21,76,45,6.96,scattered clouds
479,La Ronge,CA,2021-11-28 01:20:44,55.1001,-105.2842,17.85,73,1,4.61,clear sky
480,Peniche,PT,2021-11-28 01:20:45,39.3558,-9.3811,47.68,62,30,24.02,scattered clouds
481,Binzhou,CN,2021-11-28 01:20:45,37.3667,118.0167,47.82,72,100,6.31,overcast clouds
482,Vestmannaeyjar,IS,2021-11-28 01:20:45,63.4427,-20.2734,37.26,80,100,11.7,overcast clouds
483,Biak,ID,2021-11-28 01:20:46,-0.9131,122.8766,81.41,75,88,3.06,overcast clouds
484,Bandarbeyla,SO,2021-11-28 01:20:46,9.4942,50.8122,78.1,80,81,14.94,broken clouds
485,Harper,LR,2021-11-28 01:20:47,4.375,-7.7169,79.12,85,32,8.14,scattered clouds
486,Laguna,US,2021-11-28 01:20:47,38.421,-121.4238,63.1,59,1,3.44,clear sky
487,Bengkulu,ID,2021-11-28 01:20:47,-3.8004,102.2655,78.24,82,99,3.53,overcast clouds
488,Punta Alta,AR,2021-11-28 01:17:31,-38.8759,-62.0736,60.42,89,100,6.42,overcast clouds
489,Berlevag,NO,2021-11-28 01:20:48,70.8578,29.0864,19.45,86,46,15.26,scattered clouds
490,Ambon,ID,2021-11-28 01:20:48,-3.6954,128.1814,87.94,66,40,9.22,scattered clouds
491,Nikolayevsk-Na-Amure,RU,2021-11-28 01:20:49,53.1406,140.73,19.15,89,93,4.92,overcast clouds
492,Akyab,MM,2021-11-28 01:20:49,20.15,92.9,75.16,75,81,5.19,broken clouds
493,Juegang,CN,2021-11-28 01:20:50,32.3174,121.1855,55.69,72,89,7.85,overcast clouds
494,Stuttgart,DE,2021-11-28 01:20:23,48.7823,9.177,31.6,93,75,2.3,broken clouds
495,Karratha,AU,2021-11-28 01:20:50,-20.7377,116.8463,93.88,18,0,25.77,clear sky
496,Morant Bay,JM,2021-11-28 01:20:50,17.8815,-76.4093,80.22,80,100,9.24,overcast clouds
497,Tabligbo,TG,2021-11-28 01:20:51,6.5833,1.5,77.56,86,100,3.71,overcast clouds
498,Marathon,US,2021-11-28 01:20:51,44.9,-89.7668,31.53,61,90,5.75,overcast clouds
499,Naantali,FI,2021-11-28 01:20:51,60.4674,22.0243,16.21,92,0,6.91,clear sky
500,Luwingu,ZM,2021-11-28 01:20:52,-10.2621,29.9271,60.01,98,62,3.96,broken clouds
501,Severodvinsk,RU,2021-11-28 01:20:52,64.5635,39.8302,5.11,97,100,5.99,overcast clouds
502,Salta,AR,2021-11-28 01:16:45,-24.7859,-65.4117,79.09,57,40,4.61,scattered clouds
503,Ponta Delgada,PT,2021-11-28 01:20:53,37.7333,-25.6667,61.52,63,75,4.61,broken clouds
504,Burns Lake,CA,2021-11-28 01:20:53,54.2331,-125.7533,29.62,93,100,4.05,overcast clouds
505,Makokou,GA,2021-11-28 01:20:53,0.5738,12.8642,68.2,99,98,2.19,overcast clouds
506,Kenora,CA,2021-11-28 01:20:54,49.8167,-94.4337,31.17,64,90,10.36,light snow
507,Lardos,GR,2021-11-28 01:20:54,36.0942,28.0157,67.82,86,20,11.1,few clouds
508,Katsuura,JP,2021-11-28 01:21:55,35.1333,140.3,53.71,48,0,13.67,clear sky
509,Mattru,SL,2021-11-28 01:21:55,7.6244,-11.8332,76.77,86,95,2.26,overcast clouds
510,Pitimbu,BR,2021-11-28 01:21:56,-7.4706,-34.8086,81.19,70,55,11.39,broken clouds
511,Ginir,ET,2021-11-28 01:21:56,7.1333,40.7,55.83,83,25,5.46,scattered clouds
512,Windhoek,NA,2021-11-28 01:21:57,-22.5594,17.0832,66.4,12,0,4.61,clear sky
513,Pogar,RU,2021-11-28 01:21:57,52.554,33.2591,34.38,94,10,6.6,clear sky
514,Navalmoral De La Mata,ES,2021-11-28 01:21:58,39.8916,-5.5406,36.07,72,0,2.77,clear sky
515,Dalbandin,PK,2021-11-28 01:21:58,28.8947,64.4101,52.52,38,0,7.02,clear sky
516,Kinablangan,PH,2021-11-28 01:21:59,7.6947,126.5503,80.92,83,80,3.06,broken clouds
517,Misratah,LY,2021-11-28 01:21:59,32.3754,15.0925,69.17,40,67,4.92,broken clouds
518,Richards Bay,ZA,2021-11-28 01:21:59,-28.783,32.0377,65.7,78,16,17.6,light rain
519,Gremyachinsk,RU,2021-11-28 01:22:00,58.5603,57.851,27.41,95,100,10.31,light snow
520,Beringovskiy,RU,2021-11-28 01:22:00,63.05,179.3167,4.01,96,98,6.67,overcast clouds
521,Goya,AR,2021-11-28 01:22:00,-29.14,-59.2626,72.07,65,100,5.08,light rain
522,Adoni,IN,2021-11-28 01:22:01,15.6333,77.2833,67.08,79,100,6.76,overcast clouds
